time,altitude,latitude,longitude,temperature,RH,Pressure,LWC,TAS,udvel
datenum,m,deg,deg,celsius,%,mb,g/m3,m/s,m/s
7.351136560324074235e+05,3.720000000000000000e+02,4.581096999999999753e+01,-3.036319999999989250e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.030399999999999983e-01,8.932513823999998692e+01,5.999999999999999778e-01
7.351136560439815512e+05,3.720000000000000000e+02,4.581148999999999916e+01,-3.035110000000003083e+00,2.437545599999999979e+01,nan,1.051270000000000209e+03,2.077399999999999802e-01,8.932513823999998692e+01,4.000000000000000222e-01
7.351136560555555625e+05,3.720000000000000000e+02,4.581166000000000338e+01,-3.034260000000017499e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.143199999999999827e-01,8.990000000000000568e+01,2.999999999999999889e-01
7.351136560671296902e+05,3.720000000000000000e+02,4.581217999999999790e+01,-3.033230000000003201e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051160000000000082e+03,2.180799999999999961e-01,8.913427255999999943e+01,2.000000000000000111e-01
7.351136560787037015e+05,3.710000000000000000e+02,4.581269000000000347e+01,-3.032019999999988613e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,2.049199999999999910e-01,8.894340687999999773e+01,2.999999999999999889e-01
7.351136560902778292e+05,3.720000000000000000e+02,4.581302999999999770e+01,-3.031509999999997262e+00,2.424850050000000223e+01,nan,1.051160000000000082e+03,1.927000000000000102e-01,8.913427255999999943e+01,5.999999999999999778e-01
7.351136561018518405e+05,3.720000000000000000e+02,4.581338000000000221e+01,-3.030649999999980082e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.945800000000000030e-01,8.942057108000000198e+01,5.999999999999999778e-01
7.351136561134259682e+05,3.720000000000000000e+02,4.581405999999999779e+01,-3.029619999999994207e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.171399999999999997e-01,8.922970540000000028e+01,2.000000000000000111e-01
7.351136561249999795e+05,3.700000000000000000e+02,4.581441000000000230e+01,-3.028760000000005448e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051490000000000009e+03,2.124399999999999900e-01,8.922970540000000028e+01,2.999999999999999889e-01
7.351136561365741072e+05,3.720000000000000000e+02,4.581492000000000075e+01,-3.027899999999988268e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.973999999999999921e-01,8.951600391999998863e+01,2.999999999999999889e-01
7.351136561481481185e+05,3.720000000000000000e+02,4.581560999999999950e+01,-3.027209999999996626e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.049199999999999910e-01,8.932513823999998692e+01,5.999999999999999778e-01
7.351136561597222462e+05,3.720000000000000000e+02,4.581611999999999796e+01,-3.026529999999979736e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.973999999999999921e-01,8.913427255999999943e+01,4.000000000000000222e-01
7.351136561712963739e+05,3.720000000000000000e+02,4.581663999999999959e+01,-3.025669999999990978e+00,2.437545599999999979e+01,nan,1.051270000000000209e+03,1.889399999999999968e-01,8.903883971999999858e+01,4.000000000000000222e-01
7.351136561828703852e+05,3.710000000000000000e+02,4.581732999999999834e+01,-3.024990000000002510e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.908199999999999896e-01,8.903883971999999858e+01,2.000000000000000111e-01
7.351136561944445129e+05,3.730000000000000000e+02,4.581783999999999679e+01,-3.024470000000007985e+00,2.437545599999999979e+01,nan,1.051160000000000082e+03,1.936400000000000066e-01,8.894340687999999773e+01,2.000000000000000111e-01
7.351136562060185242e+05,3.720000000000000000e+02,4.581835999999999842e+01,-3.023959999999988213e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.861200000000000077e-01,8.884797403999999688e+01,2.999999999999999889e-01
7.351136562175926520e+05,3.720000000000000000e+02,4.581904000000000110e+01,-3.023439999999993688e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.880000000000000004e-01,8.875254119999999602e+01,1.000000000000000056e-01
7.351136562291666633e+05,3.720000000000000000e+02,4.581972999999999985e+01,-3.022750000000002046e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.908199999999999896e-01,8.903883971999999858e+01,4.000000000000000222e-01
7.351136562407407910e+05,3.720000000000000000e+02,4.582041999999999859e+01,-3.022240000000010696e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.945800000000000030e-01,8.875254119999999602e+01,4.000000000000000222e-01
7.351136562523148023e+05,3.710000000000000000e+02,4.582110000000000127e+01,-3.021720000000016171e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.832999999999999907e-01,8.903883971999999858e+01,4.000000000000000222e-01
7.351136562638889300e+05,3.710000000000000000e+02,4.582162000000000290e+01,-3.021379999999993515e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.804800000000000015e-01,8.922970540000000028e+01,2.999999999999999889e-01
7.351136562754629413e+05,3.710000000000000000e+02,4.582213000000000136e+01,-3.021029999999996107e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.832999999999999907e-01,8.913427255999999943e+01,2.000000000000000111e-01
7.351136562870370690e+05,3.710000000000000000e+02,4.582298999999999722e+01,-3.020690000000001874e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.870600000000000041e-01,8.913427255999999943e+01,2.000000000000000111e-01
7.351136562986110803e+05,3.690000000000000000e+02,4.582368000000000308e+01,-3.020350000000007640e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051600000000000136e+03,1.870600000000000041e-01,8.913427255999999943e+01,2.000000000000000111e-01
7.351136563101852080e+05,3.700000000000000000e+02,4.582435999999999865e+01,-3.019999999999981810e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.861200000000000077e-01,8.884797403999999688e+01,2.000000000000000111e-01
7.351136563217593357e+05,3.690000000000000000e+02,4.582504999999999740e+01,-3.019839999999987867e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051600000000000136e+03,1.842399999999999871e-01,8.884797403999999688e+01,4.000000000000000222e-01
7.351136563333333470e+05,3.700000000000000000e+02,4.582591000000000037e+01,-3.019659999999987576e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051600000000000136e+03,1.880000000000000004e-01,8.884797403999999688e+01,2.000000000000000111e-01
7.351136563449074747e+05,3.680000000000000000e+02,4.582659999999999911e+01,-3.019490000000018881e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051820000000000164e+03,1.710799999999999821e-01,8.865710835999999517e+01,4.000000000000000222e-01
7.351136563564814860e+05,3.690000000000000000e+02,4.582710999999999757e+01,-3.019319999999993342e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051600000000000136e+03,1.654399999999999760e-01,8.903883971999999858e+01,2.999999999999999889e-01
7.351136563680556137e+05,3.680000000000000000e+02,4.582797000000000054e+01,-3.019149999999996226e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.645000000000000073e-01,8.903883971999999858e+01,2.999999999999999889e-01
7.351136563796296250e+05,3.680000000000000000e+02,4.582865999999999929e+01,-3.019149999999996226e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.645000000000000073e-01,8.942057108000000198e+01,2.999999999999999889e-01
7.351136563912037527e+05,3.680000000000000000e+02,4.582934000000000196e+01,-3.019149999999996226e+00,2.450241149999999735e+01,nan,1.051710000000000036e+03,1.541599999999999915e-01,8.903883971999999858e+01,2.999999999999999889e-01
7.351136564027777640e+05,3.660000000000000000e+02,4.583019999999999783e+01,-3.019149999999996226e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051930000000000064e+03,1.597999999999999976e-01,8.884797403999999688e+01,2.000000000000000111e-01
7.351136564143518917e+05,3.680000000000000000e+02,4.583071999999999946e+01,-3.019319999999993342e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.541599999999999915e-01,8.875254119999999602e+01,1.000000000000000056e-01
7.351136564259259030e+05,3.680000000000000000e+02,4.583140000000000214e+01,-3.019319999999993342e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.456999999999999962e-01,8.865710835999999517e+01,1.000000000000000056e-01
7.351136564375000307e+05,3.670000000000000000e+02,4.583209000000000088e+01,-3.019490000000018881e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051820000000000164e+03,1.325400000000000189e-01,8.865710835999999517e+01,4.000000000000000222e-01
7.351136564490740420e+05,3.670000000000000000e+02,4.583277999999999963e+01,-3.019659999999987576e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051930000000000064e+03,1.297200000000000020e-01,8.817994416000000513e+01,1.000000000000000056e-01
7.351136564606481697e+05,3.680000000000000000e+02,4.583362999999999943e+01,-3.019999999999981810e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.456999999999999962e-01,8.865710835999999517e+01,0.000000000000000000e+00
7.351136564722222975e+05,3.680000000000000000e+02,4.583415000000000106e+01,-3.020179999999982101e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.372399999999999731e-01,8.837080983999999262e+01,2.000000000000000111e-01
7.351136564837963087e+05,3.680000000000000000e+02,4.583483999999999980e+01,-3.020350000000007640e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.456999999999999962e-01,8.846624267999999347e+01,2.000000000000000111e-01
7.351136564953704365e+05,3.670000000000000000e+02,4.583568999999999960e+01,-3.020690000000001874e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051820000000000164e+03,1.400599999999999901e-01,8.846624267999999347e+01,1.000000000000000056e-01
7.351136565069444478e+05,3.700000000000000000e+02,4.583637999999999835e+01,-3.020870000000002165e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.504000000000000059e-01,8.827537699999999177e+01,1.000000000000000056e-01
7.351136565185185755e+05,3.680000000000000000e+02,4.583688999999999680e+01,-3.021029999999996107e+00,2.462936700000000201e+01,1.000000000000000000e+02,1.051710000000000036e+03,1.541599999999999915e-01,8.789364563999998836e+01,2.000000000000000111e-01
7.351136565300925868e+05,3.700000000000000000e+02,4.583791999999999689e+01,-3.021379999999993515e+00,2.462936700000000201e+01,nan,1.051490000000000009e+03,1.701399999999999857e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136565416667145e+05,3.700000000000000000e+02,4.583827000000000140e+01,-3.021549999999990632e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.927000000000000102e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136565532407258e+05,3.700000000000000000e+02,4.583894999999999698e+01,-3.021720000000016171e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.880000000000000004e-01,8.808451131999999006e+01,1.000000000000000056e-01
7.351136565648148535e+05,3.710000000000000000e+02,4.583964000000000283e+01,-3.022060000000010405e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.851800000000000113e-01,8.798907848000000342e+01,2.000000000000000111e-01
7.351136565763888648e+05,3.700000000000000000e+02,4.584015999999999735e+01,-3.022240000000010696e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.889399999999999968e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136565879629925e+05,3.710000000000000000e+02,4.584118999999999744e+01,-3.022580000000004929e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.908199999999999896e-01,8.798907848000000342e+01,-1.000000000000000056e-01
7.351136565995370038e+05,3.700000000000000000e+02,4.584170000000000300e+01,-3.022750000000002046e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051600000000000136e+03,2.030399999999999983e-01,8.856167551999999432e+01,1.000000000000000056e-01
7.351136566111111315e+05,3.720000000000000000e+02,4.584239000000000175e+01,-3.022930000000002337e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.067999999999999838e-01,8.846624267999999347e+01,1.000000000000000056e-01
7.351136566226852592e+05,3.700000000000000000e+02,4.584324999999999761e+01,-3.023269999999996571e+00,2.450241149999999735e+01,1.000000000000000000e+02,1.051490000000000009e+03,2.096200000000000008e-01,8.846624267999999347e+01,2.999999999999999889e-01
7.351136566342592705e+05,3.730000000000000000e+02,4.584393000000000029e+01,-3.023610000000019227e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051160000000000082e+03,2.218400000000000094e-01,8.856167551999999432e+01,4.000000000000000222e-01
7.351136566458333982e+05,3.720000000000000000e+02,4.584445000000000192e+01,-3.023779999999987922e+00,2.437545599999999979e+01,nan,1.051270000000000209e+03,2.237200000000000022e-01,8.827537699999999177e+01,1.000000000000000056e-01
7.351136566574074095e+05,3.720000000000000000e+02,4.584530999999999779e+01,-3.024119999999982156e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.143199999999999827e-01,8.808451131999999006e+01,4.000000000000000222e-01
7.351136566689815372e+05,3.730000000000000000e+02,4.584582000000000335e+01,-3.024299999999982447e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051160000000000082e+03,2.124399999999999900e-01,8.779821280000000172e+01,0.000000000000000000e+00
7.351136566805555485e+05,3.720000000000000000e+02,4.584651000000000209e+01,-3.024640000000005102e+00,2.437545599999999979e+01,nan,1.051270000000000209e+03,2.086800000000000044e-01,8.770277996000000087e+01,2.000000000000000111e-01
7.351136566921296762e+05,3.720000000000000000e+02,4.584718999999999767e+01,-3.024810000000002219e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.143199999999999827e-01,8.798907848000000342e+01,1.000000000000000056e-01
7.351136567037036875e+05,3.720000000000000000e+02,4.584788000000000352e+01,-3.025149999999996453e+00,2.424850050000000223e+01,nan,1.051270000000000209e+03,2.171399999999999997e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136567152778152e+05,3.710000000000000000e+02,4.584857000000000227e+01,-3.025329999999996744e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,2.133799999999999863e-01,8.789364563999998836e+01,1.000000000000000056e-01
7.351136567268518265e+05,3.710000000000000000e+02,4.584908000000000072e+01,-3.025669999999990978e+00,2.437545599999999979e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.992799999999999849e-01,8.779821280000000172e+01,2.000000000000000111e-01
7.351136567384259542e+05,3.720000000000000000e+02,4.584976999999999947e+01,-3.025840000000016516e+00,2.437545599999999979e+01,nan,1.051270000000000209e+03,2.152600000000000069e-01,8.770277996000000087e+01,1.000000000000000056e-01
7.351136567499999655e+05,3.710000000000000000e+02,4.585027999999999793e+01,-3.026020000000016807e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.898799999999999932e-01,9.140000000000000568e+01,1.000000000000000056e-01
7.351136567615740933e+05,3.710000000000000000e+02,4.585114000000000090e+01,-3.026360000000011041e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.832999999999999907e-01,8.770277996000000087e+01,0.000000000000000000e+00
7.351136567731482210e+05,3.710000000000000000e+02,4.585199999999999676e+01,-3.026700000000005275e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.832999999999999907e-01,8.760734712000000002e+01,2.999999999999999889e-01
7.351136567847222323e+05,3.710000000000000000e+02,4.585251999999999839e+01,-3.027050000000002683e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,2.067999999999999838e-01,8.817994416000000513e+01,2.000000000000000111e-01
7.351136567962963600e+05,3.710000000000000000e+02,4.585302999999999685e+01,-3.027209999999996626e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051380000000000109e+03,2.039799999999999947e-01,8.770277996000000087e+01,2.000000000000000111e-01
7.351136568078703713e+05,3.710000000000000000e+02,4.585388999999999982e+01,-3.027559999999994034e+00,2.412154499999999757e+01,nan,1.051270000000000209e+03,1.964599999999999680e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136568194444990e+05,3.700000000000000000e+02,4.585457999999999856e+01,-3.027730000000019572e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051490000000000009e+03,2.049199999999999910e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136568310185103e+05,3.720000000000000000e+02,4.585526000000000124e+01,-3.028079999999988559e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.955199999999999994e-01,8.808451131999999006e+01,5.999999999999999778e-01
7.351136568425926380e+05,3.720000000000000000e+02,4.585594999999999999e+01,-3.028419999999982792e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.945800000000000030e-01,8.817994416000000513e+01,4.000000000000000222e-01
7.351136568541666493e+05,3.720000000000000000e+02,4.585663999999999874e+01,-3.028590000000008331e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.880000000000000004e-01,8.808451131999999006e+01,5.999999999999999778e-01
7.351136568657407770e+05,3.720000000000000000e+02,4.585732000000000141e+01,-3.028930000000002565e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.785999999999999810e-01,8.837080983999999262e+01,5.999999999999999778e-01
7.351136568773147883e+05,3.720000000000000000e+02,4.585784000000000304e+01,-3.029110000000002856e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.729599999999999749e-01,8.846624267999999347e+01,2.999999999999999889e-01
7.351136568888889160e+05,3.730000000000000000e+02,4.585851999999999862e+01,-3.029449999999997090e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.842399999999999871e-01,8.875254119999999602e+01,0.000000000000000000e+00
7.351136569004629273e+05,3.720000000000000000e+02,4.585904000000000025e+01,-3.029789999999991323e+00,2.386763400000000246e+01,nan,1.051160000000000082e+03,1.767199999999999882e-01,8.817994416000000513e+01,2.999999999999999889e-01
7.351136569120370550e+05,3.730000000000000000e+02,4.585990000000000322e+01,-3.029960000000016862e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.992799999999999849e-01,8.779821280000000172e+01,2.999999999999999889e-01
7.351136569236111827e+05,3.730000000000000000e+02,4.586041000000000167e+01,-3.030140000000017153e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.983399999999999885e-01,8.808451131999999006e+01,1.000000000000000056e-01
7.351136569351851940e+05,3.730000000000000000e+02,4.586126999999999754e+01,-3.030480000000011387e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.738999999999999990e-01,8.846624267999999347e+01,2.000000000000000111e-01
7.351136569467593217e+05,3.730000000000000000e+02,4.586178999999999917e+01,-3.030820000000005621e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.738999999999999990e-01,8.827537699999999177e+01,2.999999999999999889e-01
7.351136569583333330e+05,3.730000000000000000e+02,4.586263999999999896e+01,-3.031170000000003029e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.973999999999999921e-01,8.798907848000000342e+01,0.000000000000000000e+00
7.351136569699074607e+05,3.730000000000000000e+02,4.586316000000000059e+01,-3.031329999999996971e+00,2.399458949999999646e+01,nan,1.051050000000000182e+03,1.832999999999999907e-01,8.846624267999999347e+01,2.000000000000000111e-01
7.351136569814814720e+05,3.730000000000000000e+02,4.586384999999999934e+01,-3.031679999999994379e+00,2.412154499999999757e+01,nan,1.051050000000000182e+03,1.964599999999999680e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136569930555997e+05,3.730000000000000000e+02,4.586453000000000202e+01,-3.031850000000019918e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051160000000000082e+03,2.020999999999999741e-01,8.817994416000000513e+01,2.999999999999999889e-01
7.351136570046296110e+05,3.730000000000000000e+02,4.586522000000000077e+01,-3.032199999999988904e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.973999999999999921e-01,8.770277996000000087e+01,1.000000000000000056e-01
7.351136570162037387e+05,3.720000000000000000e+02,4.586590999999999951e+01,-3.032359999999982847e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.908199999999999896e-01,8.770277996000000087e+01,2.999999999999999889e-01
7.351136570277777500e+05,3.720000000000000000e+02,4.586675999999999931e+01,-3.032710000000008677e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.917600000000000138e-01,8.760734712000000002e+01,2.000000000000000111e-01
7.351136570393518778e+05,3.720000000000000000e+02,4.586728000000000094e+01,-3.033050000000002910e+00,2.412154499999999757e+01,nan,1.051160000000000082e+03,1.936400000000000066e-01,8.798907848000000342e+01,2.999999999999999889e-01
7.351136570509260055e+05,3.730000000000000000e+02,4.586796999999999969e+01,-3.033230000000003201e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.832999999999999907e-01,8.798907848000000342e+01,2.999999999999999889e-01
7.351136570625000168e+05,3.720000000000000000e+02,4.586865000000000236e+01,-3.033569999999997435e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.955199999999999994e-01,8.779821280000000172e+01,1.000000000000000056e-01
7.351136570740741445e+05,3.720000000000000000e+02,4.586916999999999689e+01,-3.033739999999994552e+00,2.424850050000000223e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.945800000000000030e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136570856481558e+05,3.730000000000000000e+02,4.586984999999999957e+01,-3.034080000000017208e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.955199999999999994e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136570972222835e+05,3.720000000000000000e+02,4.587053999999999832e+01,-3.034260000000017499e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.908199999999999896e-01,8.837080983999999262e+01,2.000000000000000111e-01
7.351136571087962948e+05,3.730000000000000000e+02,4.587140000000000128e+01,-3.034600000000011732e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.927000000000000102e-01,8.846624267999999347e+01,2.999999999999999889e-01
7.351136571203704225e+05,3.720000000000000000e+02,4.587190999999999974e+01,-3.034769999999980428e+00,2.412154499999999757e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.654399999999999760e-01,8.846624267999999347e+01,2.000000000000000111e-01
7.351136571319444338e+05,3.730000000000000000e+02,4.587259999999999849e+01,-3.035110000000003083e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.635600000000000109e-01,8.837080983999999262e+01,1.000000000000000056e-01
7.351136571435185615e+05,3.720000000000000000e+02,4.587328999999999724e+01,-3.035449999999997317e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.550999999999999879e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136571550925728e+05,3.730000000000000000e+02,4.587396999999999991e+01,-3.035629999999997608e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.334800000000000153e-01,8.846624267999999347e+01,2.000000000000000111e-01
7.351136571666667005e+05,3.710000000000000000e+02,4.587465999999999866e+01,-3.035970000000020264e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.372399999999999731e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136571782407118e+05,3.730000000000000000e+02,4.587534999999999741e+01,-3.036139999999988959e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.466399999999999926e-01,8.846624267999999347e+01,1.000000000000000056e-01
7.351136571898148395e+05,3.740000000000000000e+02,4.587586000000000297e+01,-3.036319999999989250e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.050940000000000055e+03,1.579200000000000048e-01,8.798907848000000342e+01,0.000000000000000000e+00
7.351136572013889672e+05,3.730000000000000000e+02,4.587671999999999883e+01,-3.036659999999983484e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051050000000000182e+03,1.635600000000000109e-01,8.808451131999999006e+01,2.000000000000000111e-01
7.351136572129629785e+05,3.720000000000000000e+02,4.587724000000000046e+01,-3.037000000000006139e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.579200000000000048e-01,8.837080983999999262e+01,1.000000000000000056e-01
7.351136572245371062e+05,3.720000000000000000e+02,4.587792000000000314e+01,-3.037170000000003256e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.691999999999999893e-01,8.798907848000000342e+01,2.000000000000000111e-01
7.351136572361111175e+05,3.720000000000000000e+02,4.587861000000000189e+01,-3.037509999999997490e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.691999999999999893e-01,8.827537699999999177e+01,2.000000000000000111e-01
7.351136572476852452e+05,3.720000000000000000e+02,4.587930000000000064e+01,-3.037689999999997781e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.701399999999999857e-01,8.770277996000000087e+01,-1.000000000000000056e-01
7.351136572592592565e+05,3.720000000000000000e+02,4.587998000000000332e+01,-3.037859999999994898e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.663799999999999724e-01,8.779821280000000172e+01,2.000000000000000111e-01
7.351136572708333842e+05,3.700000000000000000e+02,4.588067000000000206e+01,-3.038200000000017553e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051490000000000009e+03,1.635600000000000109e-01,8.779821280000000172e+01,2.000000000000000111e-01
7.351136572824073955e+05,3.720000000000000000e+02,4.588152999999999793e+01,-3.038380000000017844e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.626200000000000145e-01,8.808451131999999006e+01,2.999999999999999889e-01
7.351136572939815233e+05,3.710000000000000000e+02,4.588204000000000349e+01,-3.038720000000012078e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051380000000000109e+03,1.785999999999999810e-01,8.865710835999999517e+01,2.000000000000000111e-01
7.351136573055555345e+05,3.720000000000000000e+02,4.588273000000000224e+01,-3.038889999999980773e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.738999999999999990e-01,8.875254119999999602e+01,2.000000000000000111e-01
7.351136573171296623e+05,3.720000000000000000e+02,4.588342000000000098e+01,-3.039230000000003429e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.823599999999999943e-01,8.865710835999999517e+01,1.000000000000000056e-01
7.351136573287036736e+05,3.720000000000000000e+02,4.588409999999999656e+01,-3.039410000000003720e+00,2.399458949999999646e+01,1.000000000000000000e+02,1.051270000000000209e+03,1.654399999999999760e-01,9.340000000000000568e+01,4.000000000000000222e-01
7.351136573402778013e+05,3.720000000000000000e+02,4.588461999999999819e+01,-3.039569999999997663e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051160000000000082e+03,6.768000000000000405e-02,9.390000000000000568e+01,2.999999999999999889e-01
7.351136573518519290e+05,3.730000000000000000e+02,4.588530000000000086e+01,-3.039919999999995071e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051160000000000082e+03,9.400000000000000022e-02,9.350000000000000000e+01,4.000000000000000222e-01
7.351136573634259403e+05,3.730000000000000000e+02,4.588598999999999961e+01,-3.040090000000020609e+00,2.386763400000000246e+01,1.000000000000000000e+02,1.051160000000000082e+03,1.287800000000000056e-01,9.359999999999999432e+01,4.000000000000000222e-01
